match_id,venue,match_date,match_type,season,pre_temp_avg,pre_humidity_avg,pre_pressure_avg,pre_wind_speed_avg,pre_cloud_cover_avg,pre_rainfall_total,pre_visibility_avg,start_temp,start_humidity,start_pressure,start_wind_speed,start_cloud_cover,start_rainfall,match_temp_avg,match_humidity_avg,match_rainfall_total,match_cloud_avg,match_wind_avg,pitch_condition,match_outcome,play_possible
924,Cape Town (Newlands),2021-12-13,ODI,summer,23.28,58.25,1032.9,2.59,43.81,8.18,14.12,26.88,50.62,1034.13,4.09,57.66,7.1,30.12,49.95,10.74,34.73,3.3,Flat/Batting,Completed,1
925,Kolkata (Eden Gardens),2024-03-19,T20,monsoon,27.06,70.07,1001.68,5.46,31.56,0.0,14.64,29.05,71.17,1001.14,7.16,7.96,0.0,32.53,66.27,0.0,34.2,5.91,Humid/Swing,Completed,1
926,Delhi (Feroz Shah Kotla),2015-05-10,T20,summer,32.93,50.94,1007.22,9.62,31.55,0.0,16.44,34.09,47.11,1007.17,8.99,11.25,0.0,37.46,39.31,11.27,30.54,11.9,Flat/Batting,Completed,1
927,Cape Town (Newlands),2016-03-26,Test,monsoon,16.97,59.78,1020.91,14.88,43.0,0.0,15.56,19.32,55.74,1024.95,17.52,44.21,0.0,21.66,49.6,5.85,52.3,15.02,Flat/Batting,Completed,1
928,Mumbai (Wankhede),2019-12-12,ODI,winter,20.62,79.06,1018.01,1.7,51.11,0.0,13.9,22.29,71.24,1015.04,3.1,61.49,0.0,25.73,71.48,0.0,43.27,4.58,Humid/Swing,Completed,1
929,The Oval (London),2016-09-12,ODI,monsoon,13.21,78.97,1016.09,1.05,52.59,2.12,14.19,17.99,78.04,1016.37,0.0,5.44,0.0,18.85,68.66,0.0,38.63,1.0,Humid/Swing,Completed,1
930,Cape Town (Newlands),2017-04-15,ODI,monsoon,18.6,57.26,1011.49,2.27,37.59,2.88,15.78,21.47,53.75,1011.48,1.52,3.99,0.0,23.65,52.01,0.1,36.66,1.14,Flat/Batting,Completed,1
931,SCG (Sydney),2023-09-10,T20,monsoon,17.25,63.75,997.34,1.03,44.3,1.29,14.3,21.7,65.25,995.03,0.95,37.91,0.0,22.35,58.72,0.1,34.98,1.47,Flat/Batting,Completed,1
932,MCG (Melbourne),2024-10-15,T20,monsoon,15.82,59.3,1013.79,19.29,34.57,0.0,16.24,17.86,55.86,1013.76,18.25,43.74,0.0,20.74,53.44,0.44,40.31,18.84,Flat/Batting,Completed,1
933,Cape Town (Newlands),2015-09-13,T20,monsoon,18.02,63.82,1001.82,21.6,31.62,10.27,14.02,22.12,53.61,999.43,24.06,14.51,0.0,23.77,51.15,0.0,42.85,23.8,Wet/Green,Completed,1
934,Kolkata (Eden Gardens),2020-10-25,Test,monsoon,24.22,74.44,1007.33,24.41,34.71,3.69,13.08,29.34,76.86,1000.62,25.67,57.76,0.0,30.92,65.37,11.67,39.36,24.91,Humid/Swing,Rain Interrupted,0
935,SCG (Sydney),2018-08-24,T20,winter,8.06,61.94,1016.44,1.29,54.26,10.57,13.0,11.56,58.31,1016.74,4.88,67.26,0.0,13.6,55.33,19.67,55.62,1.97,Flat/Batting,Rain Interrupted,0
936,MCG (Melbourne),2020-11-22,ODI,monsoon,10.8,62.59,999.85,2.85,34.86,1.03,15.21,14.1,64.25,1001.9,3.03,62.22,0.0,16.22,51.77,1.17,43.06,3.12,Flat/Batting,Completed,1
937,Lords (London),2016-12-10,ODI,winter,3.67,78.09,1027.06,3.94,39.45,7.26,11.34,6.95,69.0,1026.91,7.89,83.56,0.0,8.4,66.0,9.15,65.57,3.83,Humid/Swing,Completed,1
938,SCG (Sydney),2018-11-03,T20,monsoon,13.46,65.53,1008.4,6.03,24.11,0.0,15.11,15.56,68.2,1006.75,8.14,80.57,16.98,17.59,57.0,17.71,41.32,3.91,Humid/Swing,Completed,1
939,Lords (London),2022-07-31,T20,monsoon,13.48,77.76,1010.22,11.05,34.36,0.0,14.12,16.01,66.8,1013.2,8.54,49.36,2.94,18.88,67.81,2.94,42.3,12.41,Humid/Swing,Completed,1
940,Bridgetown (Kensington Oval),2022-03-19,T20,monsoon,23.94,83.36,1011.56,6.04,34.43,0.0,13.58,26.43,79.33,1013.02,7.51,59.16,0.0,29.08,75.53,8.3,37.42,6.98,Humid/Swing,Completed,1
941,Bengaluru (Chinnaswamy),2021-11-03,ODI,monsoon,15.36,62.53,1020.35,16.09,41.36,0.0,15.95,18.8,58.9,1019.41,14.64,23.02,0.0,22.87,54.85,0.78,36.26,13.24,Flat/Batting,Completed,1
942,Delhi (Feroz Shah Kotla),2017-10-06,ODI,monsoon,26.83,49.76,1001.02,2.38,49.0,0.0,17.02,29.26,43.97,994.73,4.11,63.49,0.0,32.28,42.51,4.37,46.29,2.63,Flat/Batting,Completed,1
943,SCG (Sydney),2018-05-07,Test,monsoon,20.72,65.83,1021.43,1.49,42.67,10.88,12.43,22.91,70.94,1018.93,2.84,12.65,0.0,25.89,58.36,0.28,23.81,1.51,Humid/Swing,Rain Interrupted,0
944,Bengaluru (Chinnaswamy),2023-08-25,ODI,monsoon,16.53,63.66,1019.56,3.08,47.98,5.33,14.23,20.01,63.43,1017.76,0.0,74.49,0.0,21.69,56.21,0.0,47.39,1.44,Flat/Batting,Completed,1
945,Cape Town (Newlands),2017-04-29,T20,monsoon,13.89,55.9,1016.59,12.01,23.61,0.0,16.55,16.81,60.68,1014.3,10.05,28.12,0.0,19.35,52.69,0.67,37.45,12.01,Flat/Batting,Completed,1
946,Cape Town (Newlands),2020-06-25,ODI,winter,11.97,58.88,1018.53,17.42,63.26,5.03,14.0,15.59,57.57,1012.75,21.29,63.99,0.0,17.54,50.9,9.48,63.54,17.72,Flat/Batting,Completed,1
947,MCG (Melbourne),2018-11-29,T20,monsoon,14.34,59.02,1013.28,19.52,37.82,9.68,13.8,16.36,60.36,1013.3,19.86,30.64,0.0,18.94,52.6,0.0,35.35,19.96,Flat/Batting,Completed,1
948,Cape Town (Newlands),2018-01-25,ODI,summer,23.69,56.81,1003.3,10.22,33.11,0.0,16.86,27.43,59.95,1004.38,9.6,45.36,0.0,28.88,50.49,0.0,37.24,11.08,Flat/Batting,Completed,1
949,Chennai (Chepauk),2021-06-06,T20,summer,27.34,75.28,995.49,3.25,35.06,1.83,13.76,30.92,67.23,994.1,1.25,73.09,0.0,33.05,67.64,0.0,48.32,3.56,Humid/Swing,Completed,1
950,SCG (Sydney),2019-04-05,ODI,monsoon,16.97,64.71,1014.44,3.4,49.64,1.63,14.85,17.43,60.21,1019.84,5.23,37.43,0.0,21.25,56.77,2.43,39.07,1.92,Flat/Batting,Completed,1
951,Lords (London),2023-09-02,Test,monsoon,14.2,78.1,1016.98,3.46,51.89,0.78,14.12,18.31,57.97,1018.5,0.0,56.1,0.0,19.65,64.87,5.83,44.28,1.03,Humid/Swing,Completed,1
952,Bengaluru (Chinnaswamy),2015-06-22,ODI,summer,22.32,64.67,1015.27,14.62,62.79,41.05,8.03,25.3,57.74,1019.32,14.16,49.73,5.54,27.34,56.94,11.94,64.97,12.37,Flat/Batting,Abandoned,0
953,Cape Town (Newlands),2015-11-20,ODI,monsoon,13.54,57.12,1005.56,29.36,40.56,5.17,14.53,15.78,65.18,1012.18,28.71,22.45,0.0,18.9,49.88,0.0,24.76,26.24,Flat/Batting,Completed,1
954,MCG (Melbourne),2022-05-10,ODI,monsoon,16.56,57.42,1002.19,16.38,37.43,0.0,16.82,17.69,60.08,1003.3,10.93,73.04,5.68,21.36,51.04,12.09,51.4,15.43,Flat/Batting,Completed,1
955,Cape Town (Newlands),2020-05-16,Test,monsoon,12.38,59.54,1020.0,1.51,56.84,11.81,13.67,14.11,56.73,1016.28,0.0,35.6,3.89,18.1,51.32,23.4,61.98,0.22,Flat/Batting,Abandoned,0
956,Delhi (Feroz Shah Kotla),2024-04-14,T20,summer,37.35,48.9,1016.33,9.36,31.87,0.0,17.14,39.69,48.59,1014.62,6.39,28.49,7.63,41.89,42.57,7.63,36.64,7.39,Flat/Batting,Completed,1
957,Bengaluru (Chinnaswamy),2021-04-21,T20,summer,28.53,68.81,1009.4,30.18,33.5,6.16,12.47,31.36,58.38,1008.49,26.51,33.53,0.0,33.81,55.3,0.0,43.08,28.33,Humid/Swing,Completed,1
958,Bengaluru (Chinnaswamy),2016-07-16,Test,monsoon,18.16,61.02,1016.16,8.31,55.96,0.0,15.82,19.73,63.67,1014.75,7.11,58.52,0.0,23.91,57.1,6.07,42.47,8.39,Flat/Batting,Completed,1
959,Karachi (National Stadium),2023-04-23,T20,summer,36.55,69.62,1013.23,1.6,30.63,0.0,14.95,40.24,54.56,1011.7,0.0,34.15,0.0,42.48,60.81,0.0,50.44,1.58,Humid/Swing,Completed,1
960,Delhi (Feroz Shah Kotla),2017-09-20,Test,monsoon,25.78,48.01,1010.53,31.21,33.64,3.16,15.91,29.63,47.31,1010.07,33.54,23.71,0.0,31.5,39.59,0.05,32.96,34.02,Flat/Batting,Completed,1
961,Bridgetown (Kensington Oval),2020-12-15,Test,winter,24.55,82.04,1011.72,13.63,31.07,0.0,14.06,28.34,75.68,1010.37,16.03,32.55,0.0,29.98,73.5,0.0,40.45,14.31,Humid/Swing,Completed,1
962,Bridgetown (Kensington Oval),2017-08-11,Test,monsoon,22.03,82.52,1014.33,16.13,72.19,0.18,13.85,23.72,75.73,1015.69,20.27,61.98,0.0,27.04,72.49,22.82,65.3,16.66,Humid/Swing,Rain Interrupted,0
963,Chennai (Chepauk),2019-08-20,ODI,monsoon,28.99,73.61,1026.81,2.94,33.28,14.71,11.66,34.28,74.6,1025.77,0.0,22.9,0.0,34.62,66.31,7.06,34.68,3.04,Humid/Swing,Rain Interrupted,0
964,Cape Town (Newlands),2020-04-18,Test,monsoon,15.36,58.42,1008.38,3.11,29.34,0.0,15.99,19.79,48.91,1011.75,4.83,47.8,0.0,21.69,51.44,12.7,38.3,3.19,Flat/Batting,Rain Interrupted,0
965,Bridgetown (Kensington Oval),2023-08-24,Test,monsoon,20.97,84.09,1023.4,23.82,56.15,14.92,8.7,25.06,72.04,1019.95,28.55,59.21,0.0,26.5,74.95,31.57,60.31,26.0,Humid/Swing,Rain Interrupted,0
966,Mumbai (Wankhede),2021-03-04,Test,monsoon,24.66,79.2,1008.66,16.12,34.94,0.0,13.67,28.38,71.53,1004.78,14.71,55.02,0.0,29.73,69.36,0.0,56.61,15.26,Humid/Swing,Completed,1
967,The Oval (London),2022-04-28,ODI,summer,19.46,79.04,1015.31,2.09,40.94,4.55,12.18,20.43,75.45,1014.93,9.53,15.14,0.0,24.83,71.22,0.0,30.78,2.25,Humid/Swing,Completed,1
968,MCG (Melbourne),2022-04-18,Test,monsoon,17.32,59.11,998.04,11.35,45.39,1.47,15.48,21.8,56.27,996.05,12.73,20.26,0.0,23.0,50.77,0.89,42.08,11.4,Flat/Batting,Completed,1
969,Bengaluru (Chinnaswamy),2018-08-08,ODI,monsoon,17.12,63.54,1013.45,2.82,41.17,0.0,16.0,18.17,61.44,1011.27,0.0,24.72,0.18,22.1,55.22,12.64,44.81,3.44,Flat/Batting,Completed,1
970,Bridgetown (Kensington Oval),2015-08-31,Test,monsoon,23.04,82.52,1020.08,21.32,70.94,25.38,9.11,25.92,78.68,1018.15,18.34,59.77,0.0,27.84,73.98,27.23,69.68,22.69,Wet/Green,Abandoned,0
971,Bridgetown (Kensington Oval),2021-06-09,Test,summer,26.84,83.54,1007.81,15.45,65.73,3.3,12.81,29.43,78.22,1004.08,12.28,32.53,0.0,32.71,75.91,25.43,68.56,15.84,Humid/Swing,Rain Interrupted,0
972,SCG (Sydney),2023-04-14,T20,monsoon,20.52,66.63,1020.98,14.36,30.97,5.22,13.87,23.55,55.48,1023.94,10.48,60.77,0.0,26.32,55.53,8.69,38.68,15.59,Humid/Swing,Delayed Start,1
973,Mumbai (Wankhede),2016-12-18,ODI,winter,22.82,78.93,1018.89,6.48,34.23,8.72,11.29,25.32,77.98,1022.98,5.7,8.03,0.0,29.11,69.54,11.74,28.27,4.77,Humid/Swing,Rain Interrupted,0
974,Kolkata (Eden Gardens),2015-05-29,ODI,summer,29.29,72.29,1015.68,4.06,39.15,0.0,15.02,30.51,67.9,1013.97,0.47,53.98,0.0,35.1,65.89,1.19,38.71,2.82,Humid/Swing,Completed,1
975,MCG (Melbourne),2017-02-02,T20,summer,24.93,58.22,1008.14,13.17,48.55,5.29,15.05,27.51,59.52,1007.14,8.79,3.91,0.0,30.09,51.2,7.97,35.98,13.93,Flat/Batting,Completed,1
976,Bengaluru (Chinnaswamy),2024-10-31,Test,monsoon,21.42,65.08,1024.79,5.86,71.67,3.14,14.34,24.39,54.84,1022.59,2.25,30.42,0.0,27.79,56.41,3.64,51.14,4.12,Humid/Swing,Completed,1
977,Mumbai (Wankhede),2018-05-07,T20,summer,25.4,79.99,1011.01,5.8,18.63,7.3,11.32,29.44,81.85,1009.33,7.14,21.46,0.0,31.69,70.57,2.74,36.63,6.05,Humid/Swing,Completed,1
978,Karachi (National Stadium),2016-03-15,ODI,monsoon,32.1,70.82,1022.47,8.18,39.77,0.0,14.93,35.04,68.41,1024.8,13.53,54.87,0.0,37.89,63.22,0.0,35.85,9.48,Humid/Swing,Completed,1
979,Bengaluru (Chinnaswamy),2020-02-05,T20,winter,20.86,66.45,1027.9,24.18,55.03,0.0,15.28,22.93,63.71,1031.92,23.96,12.66,0.0,26.15,53.12,0.12,37.12,22.12,Humid/Swing,Completed,1
980,SCG (Sydney),2020-11-17,ODI,monsoon,14.87,63.73,1020.7,75.66,28.98,6.48,13.56,17.69,55.32,1022.51,72.27,13.82,0.0,20.14,57.13,0.0,35.15,75.99,Flat/Batting,Completed,1
981,Kolkata (Eden Gardens),2024-07-17,T20,monsoon,26.38,72.66,1013.79,2.13,77.12,6.6,12.72,31.7,64.21,1014.32,0.0,88.83,0.0,32.82,63.25,44.35,65.86,2.58,Humid/Swing,Abandoned,0
982,MCG (Melbourne),2018-01-22,Test,summer,20.56,57.01,1027.98,27.51,47.42,0.0,16.26,24.95,58.33,1026.79,27.45,58.49,0.0,26.63,52.36,0.0,41.0,26.16,Flat/Batting,Completed,1
983,Chennai (Chepauk),2018-09-16,Test,monsoon,24.33,74.39,1007.71,5.18,35.21,0.0,14.09,26.44,63.78,1004.49,1.04,55.98,14.59,29.92,65.48,33.66,30.12,5.47,Humid/Swing,Rain Interrupted,0
984,Cape Town (Newlands),2020-02-23,T20,summer,26.87,60.23,1014.7,5.54,38.14,4.1,14.74,28.96,56.36,1008.0,8.95,54.17,0.0,32.36,52.88,8.74,40.27,8.55,Flat/Batting,Completed,1
985,Bengaluru (Chinnaswamy),2023-01-22,Test,winter,20.82,63.61,1011.54,31.57,45.38,0.0,15.81,25.04,51.64,1014.18,33.77,20.54,8.64,26.2,56.64,21.11,44.54,30.46,Flat/Batting,Rain Interrupted,0
986,Mumbai (Wankhede),2023-04-06,ODI,summer,26.08,75.62,1016.36,13.06,46.67,0.0,14.01,28.65,79.38,1015.09,15.3,42.2,6.74,31.5,71.19,6.74,39.85,13.82,Humid/Swing,Completed,1
987,Bengaluru (Chinnaswamy),2021-05-14,T20,summer,21.33,65.86,1013.08,10.48,61.83,10.69,12.06,22.49,60.54,1014.23,18.25,41.49,0.0,26.07,56.44,13.14,59.89,11.84,Humid/Swing,Rain Interrupted,0
988,Delhi (Feroz Shah Kotla),2016-12-19,T20,winter,14.44,49.55,1007.34,12.8,36.38,8.86,14.1,18.01,37.42,1008.53,15.37,36.2,0.0,20.02,39.87,3.95,36.56,10.37,Flat/Batting,Rain Interrupted,0
989,Bridgetown (Kensington Oval),2019-07-19,ODI,monsoon,26.44,78.87,1018.7,13.1,63.05,8.57,12.22,27.65,73.93,1014.5,12.6,49.39,0.0,32.15,75.27,24.73,68.45,12.58,Humid/Swing,Rain Interrupted,0
990,SCG (Sydney),2018-09-05,Test,monsoon,13.77,63.25,1018.56,1.05,53.84,0.0,15.63,15.65,64.14,1015.41,5.46,42.76,0.0,19.35,55.97,0.0,38.64,1.41,Flat/Batting,Completed,1
991,The Oval (London),2022-07-04,Test,monsoon,7.22,78.64,1005.72,22.64,37.92,0.0,13.88,9.73,73.16,1005.45,27.4,11.61,0.0,13.16,69.19,15.76,33.77,21.05,Humid/Swing,Rain Interrupted,0
992,Kolkata (Eden Gardens),2016-07-29,ODI,monsoon,24.21,72.16,1018.54,4.08,64.14,19.95,8.96,27.51,68.89,1023.55,9.56,64.54,0.0,30.54,63.95,35.56,58.59,5.24,Wet/Green,Abandoned,0
993,Lords (London),2017-10-13,Test,monsoon,8.24,76.28,1010.68,14.23,56.14,4.44,13.22,10.2,83.98,1010.02,17.24,54.57,6.74,13.57,67.78,19.73,51.72,14.96,Humid/Swing,Rain Interrupted,0
994,Bengaluru (Chinnaswamy),2019-04-21,Test,summer,25.92,61.4,1013.42,0.27,32.63,1.56,15.7,31.44,57.37,1010.11,5.54,12.57,0.0,31.41,55.5,0.0,44.61,2.53,Flat/Batting,Completed,1
995,MCG (Melbourne),2023-06-15,ODI,winter,9.22,57.36,1019.68,3.27,52.19,0.0,15.98,11.9,55.21,1016.07,3.43,39.16,0.0,14.92,52.2,2.45,43.42,4.23,Flat/Batting,Completed,1
996,Lords (London),2018-05-21,T20,summer,21.65,78.78,1014.73,12.69,34.19,0.0,13.88,26.03,74.28,1011.0,11.64,56.94,0.0,27.17,69.02,2.37,46.98,12.72,Humid/Swing,Completed,1
997,Cape Town (Newlands),2021-06-04,Test,winter,6.59,57.88,1008.45,3.22,51.93,15.95,11.38,10.64,58.31,1007.99,0.39,62.3,0.0,12.51,50.87,6.32,57.83,2.05,Wet/Green,Rain Interrupted,0
998,Bengaluru (Chinnaswamy),2022-05-01,ODI,summer,25.53,62.78,1007.3,43.86,64.13,3.94,14.78,29.29,58.07,1003.79,43.34,39.03,13.5,30.39,57.72,18.36,58.32,44.2,Flat/Batting,Rain Interrupted,0
999,Cape Town (Newlands),2017-08-25,Test,winter,7.95,58.21,1013.03,1.64,68.68,6.99,14.12,11.14,45.12,1011.67,1.41,63.77,6.88,13.81,52.61,33.52,67.68,1.29,Flat/Batting,Abandoned,0
1000,Bridgetown (Kensington Oval),2016-04-29,ODI,summer,23.99,83.1,1020.94,4.61,37.31,0.0,13.68,25.85,70.12,1025.16,5.79,37.63,0.0,29.27,77.02,0.0,38.02,1.93,Humid/Swing,Completed,1
1001,Bengaluru (Chinnaswamy),2016-10-16,ODI,monsoon,19.78,61.91,1004.76,44.15,54.92,2.06,15.02,23.07,60.23,997.71,43.79,67.15,1.38,25.18,56.32,24.89,62.8,44.37,Flat/Batting,Abandoned,0
1002,Bridgetown (Kensington Oval),2020-08-20,T20,monsoon,21.48,81.18,1019.54,1.22,64.18,3.91,12.79,25.19,79.51,1015.07,0.79,17.88,0.0,26.91,75.84,14.07,53.24,1.26,Humid/Swing,Rain Interrupted,0
1003,Bengaluru (Chinnaswamy),2022-09-28,Test,monsoon,17.51,67.22,1024.3,4.15,65.94,15.99,11.99,17.93,51.52,1021.96,3.71,44.86,4.61,22.48,53.71,33.31,67.67,3.7,Wet/Green,Abandoned,0
1004,Bridgetown (Kensington Oval),2018-04-23,ODI,summer,26.96,80.83,1025.9,12.66,56.94,6.14,12.06,29.85,68.85,1027.94,11.72,43.25,0.0,32.29,73.97,3.91,36.29,11.5,Humid/Swing,Delayed Start,1
1005,Karachi (National Stadium),2017-06-23,Test,summer,29.01,71.31,1013.08,14.33,33.82,0.0,14.36,35.73,61.4,1016.27,11.93,72.53,0.0,36.2,61.65,0.94,31.89,12.59,Humid/Swing,Completed,1
1006,Kolkata (Eden Gardens),2020-05-12,Test,summer,26.64,75.7,1019.07,4.96,26.46,0.0,15.07,31.08,68.74,1023.37,5.3,83.12,0.0,32.16,63.53,0.0,34.14,4.63,Humid/Swing,Completed,1
1007,MCG (Melbourne),2023-05-21,T20,monsoon,14.22,58.46,1014.31,3.54,33.65,0.0,15.8,17.93,63.09,1015.57,8.4,46.59,0.0,20.71,51.49,12.33,43.94,3.09,Flat/Batting,Completed,1
1008,Lords (London),2019-08-31,T20,monsoon,15.29,72.87,1027.27,5.36,54.83,31.28,11.89,17.27,68.14,1020.23,3.28,21.72,4.8,20.48,67.17,4.8,34.52,4.63,Humid/Swing,Rain Interrupted,0
1009,SCG (Sydney),2020-04-12,T20,monsoon,16.5,65.62,1023.06,15.38,37.41,0.0,15.24,17.71,55.32,1021.37,17.24,64.32,0.0,21.91,54.25,0.82,36.53,18.15,Humid/Swing,Completed,1
1010,Bridgetown (Kensington Oval),2024-04-04,Test,summer,25.54,80.76,1022.51,15.33,41.87,0.0,14.94,25.02,79.0,1022.07,14.05,58.15,0.0,30.53,75.11,7.15,48.64,13.95,Humid/Swing,Completed,1
1011,Delhi (Feroz Shah Kotla),2022-08-18,T20,monsoon,26.98,48.9,994.03,5.76,45.58,11.53,12.66,27.02,42.09,993.02,5.15,58.44,0.0,32.05,40.19,6.39,63.28,7.63,Wet/Green,Completed,1
1012,Chennai (Chepauk),2020-11-22,ODI,monsoon,24.45,75.34,1001.2,1.88,51.9,5.8,12.54,27.69,72.08,1002.88,2.95,72.8,0.0,30.47,67.63,43.02,65.09,2.16,Humid/Swing,Abandoned,0
1013,SCG (Sydney),2022-11-22,ODI,monsoon,17.29,62.82,1009.45,49.02,42.72,5.86,14.14,19.94,61.44,1012.33,49.93,7.08,0.0,22.27,53.16,3.41,30.52,49.58,Flat/Batting,Completed,1
1014,Chennai (Chepauk),2021-04-29,Test,summer,33.2,76.84,1017.61,1.23,30.02,1.84,13.72,37.19,67.33,1013.94,0.0,44.55,0.0,38.56,66.58,0.0,37.94,0.54,Humid/Swing,Completed,1
1015,Mumbai (Wankhede),2024-04-17,T20,summer,30.42,75.09,1011.15,4.28,51.86,0.0,15.09,32.86,74.47,1005.71,3.84,16.71,0.43,36.34,72.53,0.43,34.05,4.4,Humid/Swing,Completed,1
1016,SCG (Sydney),2017-04-08,T20,monsoon,13.92,65.12,1007.09,1.26,22.17,0.0,15.93,16.96,63.53,1006.21,0.0,11.36,0.0,19.17,54.92,3.23,41.32,1.69,Humid/Swing,Completed,1
1017,SCG (Sydney),2016-09-05,Test,monsoon,13.65,64.86,1029.98,9.73,48.97,9.02,13.03,17.38,56.07,1028.59,11.76,13.2,0.0,18.23,56.66,4.79,40.21,9.94,Flat/Batting,Completed,1
1018,Lords (London),2024-07-31,T20,monsoon,15.28,79.91,1025.12,5.64,36.45,1.79,13.37,16.66,77.19,1024.03,9.63,50.95,0.0,19.72,68.97,1.72,42.03,4.85,Humid/Swing,Completed,1
1019,MCG (Melbourne),2016-04-21,T20,monsoon,16.88,60.62,1028.32,7.91,34.57,0.0,16.42,19.94,59.78,1029.4,6.9,39.56,0.14,22.76,49.43,19.19,42.31,8.82,Flat/Batting,Completed,1
1020,Delhi (Feroz Shah Kotla),2023-01-15,T20,winter,10.61,52.19,1017.23,12.39,43.16,0.0,17.24,10.67,43.29,1018.32,11.81,47.53,0.0,15.96,42.65,10.78,38.23,12.33,Flat/Batting,Completed,1
1021,MCG (Melbourne),2016-01-08,T20,summer,23.12,57.62,1019.97,7.3,36.62,0.0,15.97,26.58,61.07,1022.3,3.89,48.78,0.0,28.41,51.27,1.88,40.96,4.8,Flat/Batting,Completed,1
1022,MCG (Melbourne),2024-01-26,Test,summer,31.25,54.97,1011.78,6.05,39.58,0.0,15.74,32.27,56.08,1008.51,5.87,49.35,0.0,35.6,52.14,0.0,43.71,7.3,Flat/Batting,Completed,1
1023,MCG (Melbourne),2016-06-24,T20,winter,9.45,58.91,1019.13,18.81,25.86,5.23,14.31,13.7,61.18,1020.98,21.13,35.86,0.0,15.34,50.75,0.0,43.81,18.21,Flat/Batting,Delayed Start,1
1024,The Oval (London),2020-02-15,T20,winter,2.4,75.76,1011.48,6.6,51.29,29.73,9.67,5.01,69.5,1018.77,5.06,35.01,0.57,8.45,69.29,16.98,61.32,7.74,Humid/Swing,Abandoned,0
1025,Mumbai (Wankhede),2021-04-07,ODI,summer,28.6,79.38,997.12,10.01,34.9,0.0,14.0,30.53,62.3,994.36,9.5,42.4,0.0,34.35,66.37,10.35,30.92,8.75,Humid/Swing,Completed,1
1026,Bridgetown (Kensington Oval),2024-01-19,ODI,winter,20.21,80.08,1015.22,31.31,26.29,1.77,13.27,23.04,87.89,1012.81,33.1,47.42,0.0,25.44,77.11,3.47,40.08,31.25,Humid/Swing,Completed,1
1027,Cape Town (Newlands),2015-03-31,ODI,monsoon,18.28,58.82,1009.03,4.89,57.88,0.0,15.73,22.16,49.41,1012.13,5.92,27.3,3.97,22.92,50.6,3.97,28.48,5.09,Flat/Batting,Completed,1
1028,Bengaluru (Chinnaswamy),2024-02-27,Test,winter,15.33,64.04,1016.14,19.39,49.74,2.25,15.34,17.7,54.35,1018.01,21.21,48.6,0.0,20.2,56.5,0.0,37.51,20.5,Flat/Batting,Completed,1
1029,Cape Town (Newlands),2017-06-11,T20,winter,13.62,58.5,1007.29,16.03,46.43,20.83,13.48,16.36,56.94,1011.97,12.53,59.74,0.0,18.73,50.4,9.75,57.58,16.59,Flat/Batting,Rain Interrupted,0
1030,Chennai (Chepauk),2015-07-05,ODI,monsoon,23.2,72.4,1007.6,18.93,24.0,0.0,14.72,25.34,66.7,1008.01,20.37,23.02,0.0,28.4,65.02,0.0,40.51,19.29,Humid/Swing,Completed,1
1031,Lords (London),2022-11-08,Test,monsoon,8.09,76.14,1015.75,8.65,55.16,24.95,8.86,11.0,72.59,1013.43,5.18,72.01,2.48,13.05,69.8,23.2,60.08,6.86,Humid/Swing,Abandoned,0
1032,SCG (Sydney),2015-09-04,Test,monsoon,18.05,63.47,1017.27,21.76,37.45,0.0,15.78,18.81,59.51,1017.31,20.78,44.14,0.0,22.09,58.06,3.32,41.89,20.74,Flat/Batting,Completed,1
1033,MCG (Melbourne),2015-05-10,ODI,monsoon,16.17,55.42,1011.12,20.9,49.77,0.0,16.78,19.13,60.76,1005.83,16.87,71.0,0.0,21.8,50.81,5.15,38.36,20.49,Flat/Batting,Completed,1
1034,The Oval (London),2017-01-07,Test,winter,1.23,74.93,1011.34,10.66,57.76,8.89,11.91,4.42,76.98,1004.53,15.15,90.91,0.0,7.0,70.17,32.8,60.39,11.97,Humid/Swing,Abandoned,0
1035,Bridgetown (Kensington Oval),2023-03-07,T20,monsoon,25.41,75.91,1023.44,7.23,50.57,6.59,12.16,27.95,82.18,1019.18,7.07,52.96,0.0,29.78,73.97,2.48,34.81,7.59,Humid/Swing,Rain Interrupted,0
1036,The Oval (London),2019-03-14,ODI,monsoon,11.82,77.08,1021.6,4.7,34.4,0.0,14.51,15.31,77.46,1023.51,9.06,40.98,0.0,17.45,70.85,0.0,42.99,4.16,Humid/Swing,Completed,1
1037,MCG (Melbourne),2024-10-01,ODI,monsoon,17.71,58.61,1014.82,24.24,48.43,0.0,16.01,18.98,63.01,1014.46,21.7,21.59,0.0,22.94,52.75,0.0,36.85,23.76,Flat/Batting,Completed,1
1038,The Oval (London),2015-11-25,T20,monsoon,12.39,79.27,1020.22,26.67,56.25,12.13,10.15,16.06,69.43,1011.0,26.31,37.33,0.0,17.18,69.03,43.24,55.31,27.37,Humid/Swing,Abandoned,0
1039,Bridgetown (Kensington Oval),2024-10-22,T20,monsoon,23.54,82.11,1009.23,44.08,63.02,0.0,13.19,26.44,78.8,1007.12,41.71,66.92,0.0,28.82,75.58,23.49,63.69,43.15,Humid/Swing,Rain Interrupted,0
1040,Kolkata (Eden Gardens),2022-04-30,ODI,summer,26.57,71.95,1025.38,18.22,48.25,0.0,13.81,29.5,63.2,1018.63,23.81,28.86,0.0,31.1,61.79,5.89,42.54,21.43,Humid/Swing,Completed,1
